6 0 1.38979    2 0 0.369364
39 39 1.84915    86 86 0.702136
55 55 0.461756    163 99 1.38891
15 15 1.64692    86 86 0.587544
9 9 0.917656    120 120 1.25681
39 39 1.58932    86 86 0.702136
9 9 0.917656    120 120 1.61419
39 39 1.7943    86 86 0.702136
9 9 0.917656    120 120 1.55966
56 56 1.18819    100 100 1.0546
55 55 1.01013    164 149 1.64538
50 50 0.740198    100 100 0.598232
9 9 0.917656    120 120 1.12062
15 15 1.19464    86 86 0.587544
28 28 0.157624    59 59 0.813109
56 56 0.763124    100 100 1.0546
9 9 0.917656    120 120 1.36489
39 39 1.22593    86 86 0.702136
9 9 0.917656    120 120 1.57032
39 39 1.46226    86 86 0.702136
56 56 1.33258    153 153 1.03378
56 56 0.848702    100 100 1.0546
9 9 0.917656    120 120 1.414
50 50 1.14156    100 100 0.598232
9 9 0.917656    120 120 1.7365
56 56 1.011    100 100 1.0546
56 56 1.33258    153 153 1.04294
56 56 1.00376    100 100 1.0546
55 55 0.826279    172 70 1.90136
66 15 1.04736    86 86 0.772815
68 62 0.535276    120 120 1.41292
70 66 1.74983    86 86 0.682778
55 55 1.01849    173 149 0.839899
56 56 1.3777    100 100 1.0546
68 68 0.0554898    71 71 1.08959
70 70 1.60939    86 86 0.682778
55 55 0.0867009    100 100 0.910335
70 70 1.74485    86 86 0.682778
55 55 0.405256    175 163 1.25247
70 70 1.60414    86 86 0.682778
68 68 0.586153    120 120 1.22804
70 70 0.904801    86 86 0.682778
68 68 0.586153    120 120 1.76992
50 50 0.710329    100 100 0.598232
68 68 0.586153    120 120 1.14115
70 70 1.59086    86 86 0.682778
56 56 1.33258    153 153 1.08786
70 70 1.78031    86 86 0.682778
55 55 0.990274    179 172 1.29871
70 70 1.72066    86 86 0.682778
68 68 0.586153    120 120 1.14024
70 70 1.87152    86 86 0.682778
68 68 0.586153    120 120 1.49278
70 70 0.941043    86 86 0.682778
68 68 0.586153    120 120 1.66536
70 70 1.69308    86 86 0.682778
68 68 0.586153    120 120 1.17192
70 70 1.58357    86 86 0.682778
68 68 0.586153    120 120 1.78911
71 70 1.32253    86 86 0.698673
68 68 0.586153    120 120 1.12886
71 71 1.71002    86 86 0.698673
56 56 1.33258    153 153 1.47209
71 71 1.31551    86 86 0.698673
68 68 0.586153    120 120 1.53769
56 56 1.46267    100 100 1.0546
68 68 0.586153    120 120 1.59953
71 71 1.74422    86 86 0.698673
68 68 0.586153    120 120 1.30776
71 71 1.63605    86 86 0.698673
72 55 0.668113    188 70 1.02327
39 39 1.58759    86 86 0.702136
28 28 0.849577    60 60 0.523208
71 71 1.36744    86 86 0.698673
68 68 0.586153    120 120 1.24069
39 39 1.22097    86 86 0.702136
72 72 0.914475    188 188 0.131433
72 72 0.948726    100 100 1.09187
68 68 0.586153    120 120 1.33934
71 71 0.997711    86 86 0.698673
68 68 0.586153    120 120 1.07379
71 71 1.75921    86 86 0.698673
72 72 0.98701    134 134 1.73602
71 71 1.45298    86 86 0.698673
68 68 0.586153    120 120 1.37951
71 71 0.881549    86 86 0.698673
68 68 0.586153    120 120 1.6638
56 56 1.51219    100 100 1.0546
72 72 0.914475    188 188 0.707556
71 71 1.53054    86 86 0.698673
68 68 0.586153    120 120 1.73252
56 56 0.181479    100 100 1.0546
72 72 1.24855    153 153 1.04678
73 71 1.69829    86 86 0.780749
68 68 0.0554898    71 71 0.814413
72 72 1.28679    100 100 1.09187
68 68 0.114004    17 17 0.369303
68 68 0.494536    86 86 0.842726
68 68 0.586153    120 120 1.69707
73 73 1.68054    86 86 0.780749
72 72 0.0603606    89 89 0.92609
73 73 1.74535    86 86 0.780749
68 68 0.586153    120 120 1.08335
73 73 1.46569    86 86 0.780749
68 68 0.586153    120 120 1.24105
39 39 1.0659    86 86 0.702136
72 72 1.24855    153 153 0.915474
73 73 1.66905    86 86 0.780749
68 68 0.0554898    71 71 1.09623
73 73 1.5843    86 86 0.780749
68 68 0.586153    120 120 1.3332
73 73 1.5964    86 86 0.780749
72 72 1.21772    144 144 1.80356
73 73 1.60662    86 86 0.780749
72 72 1.24855    153 153 1.05694
74 72 0.909918    100 100 1.04275
68 68 0.586153    120 120 1.34166
39 39 1.33301    86 86 0.702136
68 68 0.586153    120 120 1.59232
73 73 1.73195    86 86 0.780749
68 68 0.586153    120 120 1.53387
39 39 1.42406    86 86 0.702136
68 68 0.586153    120 120 1.61095
73 73 1.59437    86 86 0.780749
28 28 0.157624    59 59 0.637359
73 73 1.71052    86 86 0.780749
68 68 0.586153    120 120 1.3857
28 28 1.00939    60 60 0.535878
68 68 0.586153    120 120 1.71263
39 39 1.3805    86 86 0.702136
68 68 0.586153    120 120 1.19725
73 73 1.39875    86 86 0.780749
68 68 0.586153    120 120 1.31527
73 73 1.66901    86 86 0.780749
68 68 0.586153    120 120 1.6785
56 56 0.661476    100 100 1.0546
68 68 0.586153    120 120 1.62541
73 73 1.69523    86 86 0.780749
68 68 0.586153    120 120 1.58588
73 73 1.66726    86 86 0.780749
68 68 0.586153    120 120 1.78056
39 39 1.17345    86 86 0.702136
68 68 0.586153    120 120 1.53927
73 73 1.34861    86 86 0.780749
68 68 0.586153    120 120 1.53387
74 74 0.823301    100 100 1.04275
68 68 0.586153    120 120 1.52368
73 73 1.75225    86 86 0.780749
68 68 0.586153    120 120 1.2476
73 73 1.60166    86 86 0.780749
74 74 0.295069    175 175 1.18124
73 73 1.75762    86 86 0.780749
68 68 0.586153    120 120 1.71627
9 9 0.788597    86 86 0.29363
74 74 1.00276    189 130 0.931929
17 17 0.307843    86 86 0.863072
68 68 0.586153    120 120 1.72574
55 55 0.123494    100 100 1.12681
68 68 0.586153    120 120 1.7762
73 73 1.75118    86 86 0.780749
74 74 1.20743    144 144 1.15381
74 74 0.881861    100 100 1.04275
68 68 0.586153    120 120 1.73716
73 73 1.59806    86 86 0.780749
74 74 0.295069    175 175 1.34049
39 39 1.51467    86 86 0.702136
68 68 0.586153    120 120 1.53727
73 73 1.63923    86 86 0.780749
74 74 1.10115    190 164 2.05351
73 73 1.68305    86 86 0.780749
68 68 0.586153    120 120 1.33168
71 71 0.100556    86 86 0.698673
68 68 0.586153    120 120 1.62517
39 39 1.43891    86 86 0.702136
68 68 0.586153    120 120 1.5647
74 74 0.706939    100 100 1.04275
68 68 0.586153    120 120 1.6172
74 74 0.416813    100 100 1.04275
68 68 0.586153    120 120 1.62246
56 56 1.53955    100 100 1.0546
68 68 0.586153    120 120 1.2417
73 73 1.70621    86 86 0.780749
68 68 0.0554898    71 71 0.998847
75 74 1.61849    100 100 0.922992
68 68 0.586153    120 120 1.55401
39 39 0.562549    86 86 0.702136
75 75 1.20918    153 153 1.44389
73 73 1.21441    86 86 0.780749
68 68 0.586153    120 120 1.54858
73 73 1.64005    86 86 0.780749
68 68 0.586153    120 120 0.982074
75 75 0.435701    100 100 0.922992
68 68 0.586153    120 120 1.73999
49 49 0.407078    100 100 0.738088
9 9 0.254606    86 86 0.242147
73 73 1.60356    86 86 0.780749
68 68 0.0554898    71 71 1.04283
73 73 1.66739    86 86 0.780749
68 68 0.586153    120 120 1.63268
73 73 1.73643    86 86 0.780749
68 68 0.586153    120 120 0.970177
73 73 1.59523    86 86 0.780749
68 68 0.0554898    71 71 1.19446
78 75 1.34224    188 188 0.558001
68 68 0.586153    120 120 1.68571
79 78 1.01012    188 188 0.481892
68 68 0.586153    120 120 1.65029
73 73 1.52078    86 86 0.780749
79 79 1.1735    153 153 1.17147
73 73 1.4651    86 86 0.780749
68 68 0.586153    120 120 1.75896
74 74 0.537675    100 100 1.04275
75 75 0.920297    179 179 1.53945
73 73 1.71225    86 86 0.780749
68 68 0.586153    120 120 1.78373
79 79 0.924283    188 188 0.481892
79 79 1.1407    190 190 1.30796
50 50 0.781223    100 100 0.598232
68 68 0.586153    120 120 1.48607
73 73 0.897193    86 86 0.780749
68 68 0.586153    120 120 0.891249
73 73 1.73581    86 86 0.780749
79 79 1.2596    195 153 1.20691
73 73 1.42891    86 86 0.780749
68 68 0.586153    120 120 1.64596
50 50 1.01105    100 100 0.598232
79 79 1.27684    197 195 1.36849
73 73 1.24575    86 86 0.780749
68 68 0.586153    120 120 1.65825
39 39 1.06143    86 86 0.702136
68 68 0.586153    120 120 1.55656
79 79 1.11683    188 188 0.481892
68 68 0.586153    120 120 1.41119
73 73 1.64744    86 86 0.780749
68 68 0.168645    15 15 0.614021
73 73 1.09947    86 86 0.780749
68 68 0.586153    120 120 1.00429
73 73 1.22173    86 86 0.780749
68 68 0.586153    120 120 1.49477
73 73 1.49775    86 86 0.780749
78 78 0.0827616    198 175 1.04452
73 73 1.73878    86 86 0.780749
68 68 0.586153    120 120 1.63825
73 73 1.65365    86 86 0.780749
68 68 0.586153    120 120 1.43763
73 73 1.78889    86 86 0.780749
68 68 0.586153    120 120 1.13533
39 39 1.66869    86 86 0.702136
68 68 0.586153    120 120 1.5917
73 73 1.69127    86 86 0.780749
68 68 0.586153    120 120 1.79034
73 73 1.6646    86 86 0.780749
79 79 1.27684    197 197 1.4124
73 73 1.29751    86 86 0.780749
68 68 0.0554898    71 71 0.922967
73 73 1.63841    86 86 0.780749
79 79 1.1735    153 153 0.799988
39 39 0.600317    86 86 0.702136
28 28 0.849577    60 60 0.470405
39 39 0.405587    86 86 0.702136
68 68 0.586153    120 120 1.09057
39 39 0.797758    86 86 0.702136
9 9 0.254606    86 86 0.476334
79 79 1.01471    188 188 0.481892
68 68 0.586153    120 120 1.37102
73 73 1.44275    86 86 0.780749
68 68 0.586153    120 120 1.5334
73 73 1.63025    86 86 0.780749
79 79 1.1735    153 153 1.26807
78 78 0.441752    188 188 0.558001
68 68 0.586153    120 120 1.7098
73 73 1.28151    86 86 0.780749
68 68 0.586153    120 120 1.69
73 73 1.76337    86 86 0.780749
68 68 0.586153    120 120 1.73733
73 73 1.64897    86 86 0.780749
79 79 1.16982    199 153 1.64229
73 73 1.52446    86 86 0.780749
68 68 0.586153    120 120 1.36817
73 73 1.70271    86 86 0.780749
68 68 0.586153    120 120 1.61388
71 71 0.382499    86 86 0.698673
68 68 0.586153    120 120 1.70483
39 39 1.5849    86 86 0.702136
68 68 0.586153    120 120 1.26915
73 73 1.49127    86 86 0.780749
79 79 1.1407    190 190 1.48563
79 79 0.857314    188 188 0.481892
68 68 0.586153    120 120 1.26459
73 73 1.57726    86 86 0.780749
68 68 0.586153    120 120 1.12453
73 73 1.49664    86 86 0.780749
68 68 0.586153    120 120 1.37631
73 73 0.829675    86 86 0.780749
68 68 0.586153    120 120 1.68995
50 50 1.03221    100 100 0.598232
68 68 0.586153    120 120 1.55846
79 79 1.70892    188 188 0.481892
79 79 1.27684    197 197 1.19981
79 79 0.994091    188 188 0.481892
68 68 0.586153    120 120 1.34152
73 73 1.64414    86 86 0.780749
68 68 0.586153    120 120 1.4159
89 73 1.05474    16 16 0.838589
89 89 0.0260916    120 120 1.4443
92 89 1.4124    16 16 0.874031
89 89 0.0260916    120 120 1.52139
78 78 1.0367    188 188 0.558001
78 78 1.00079    209 179 1.56032
71 71 0.232385    86 86 0.698673
68 68 0.0554898    71 71 0.925179
92 92 1.64345    16 16 0.874031
79 79 1.27684    197 197 1.34354
92 92 1.67818    16 16 0.874031
28 28 0.225776    210 21 0.238781
92 92 1.57236    16 16 0.874031
89 89 0.0260916    120 120 1.54968
